sample,gt_label,pred_label,cls_prob,seg_status,n_polygons,dice,iou
IMG0000571,0,0,0.11851794272661209,TN,0,,
IMG0000579,0,0,0.03148168697953224,TN,0,,
IMG0000585,0,0,0.030216269195079803,TN,0,,
IMG0000589,0,0,0.3963918685913086,TN,0,,
IMG0000593,0,0,0.02594948187470436,TN,0,,
IMG0000597,0,0,0.32041430473327637,TN,0,,
IMG0000601,0,0,0.2892352044582367,TN,0,,
IMG0000602,0,1,0.6287728548049927,FP,0,0.0,0.0
IMG0000627,0,0,0.13958683609962463,TN,0,,
IMG0000639,0,0,0.15224486589431763,TN,0,,
IMG0000661,0,1,0.8103878498077393,FP,0,0.0,0.0
IMG0000666,0,0,0.1345384120941162,TN,0,,
IMG0000683,0,0,0.04605927690863609,TN,0,,
IMG0000688,0,0,0.0460578091442585,TN,0,,
IMG0000696,0,1,0.5472603440284729,FP,0,0.0,0.0
IMG0000708,0,0,0.017248304560780525,TN,0,,
IMG0000709,0,0,0.07114814221858978,TN,0,,
IMG0000714,0,1,0.5464534759521484,FP,0,0.0,0.0
IMG0000721,0,0,0.0441528744995594,TN,0,,
IMG0000723,0,0,0.02607647143304348,TN,0,,
IMG0000725,0,0,0.12149708718061447,TN,0,,
IMG0000728,0,0,0.11800381541252136,TN,0,,
IMG0000746,0,0,0.0061781080439686775,TN,0,,
IMG0000753,0,0,0.020178595557808876,TN,0,,
IMG0000782,0,0,0.04737767577171326,TN,0,,
IMG0000798,0,0,0.00982233602553606,TN,0,,
IMG0000818,0,1,0.575860321521759,FP,0,0.0,0.0
IMG0000826,0,0,0.05948084220290184,TN,0,,
IMG0000833,0,0,0.10518831014633179,TN,0,,
IMG0000856,0,0,0.027973057702183723,TN,0,,
IMG0000857,0,0,0.0007603662088513374,TN,0,,
IMG0000860,0,0,0.1612449586391449,TN,0,,
IMG0000870,0,0,0.07880471646785736,TN,0,,
IMG0000872,0,0,0.013732551597058773,TN,0,,
IMG0000882,0,0,0.02759847231209278,TN,0,,
IMG0000890,0,0,0.045907407999038696,TN,0,,
IMG0000893,0,0,0.0875738188624382,TN,0,,
IMG0000900,0,0,0.09682902693748474,TN,0,,
IMG0000913,0,0,0.0091124651953578,TN,0,,
IMG0000916,0,0,0.025636356323957443,TN,0,,
IMG0000923,0,1,0.5022214651107788,FP,0,0.0,0.0
IMG0000935,0,0,0.02796853333711624,TN,0,,
IMG0000938,0,0,0.12443163990974426,TN,0,,
IMG0000944,0,0,0.002776575041934848,TN,0,,
IMG0000968,0,0,0.26486995816230774,TN,0,,
IMG0000974,0,0,0.0016330890357494354,TN,0,,
IMG0000982,0,0,0.010710897855460644,TN,0,,
IMG0001016,0,0,0.05207713320851326,TN,0,,
IMG0001063,0,0,0.14784720540046692,TN,0,,
IMG0001066,0,0,0.4367195963859558,TN,0,,
IMG0001069,0,0,0.0012662201188504696,TN,0,,
IMG0001087,0,0,0.03099399246275425,TN,0,,
IMG0001105,0,0,0.32904374599456787,TN,0,,
IMG0001123,1,0,0.05321148410439491,FN,,,
IMG0001124,0,0,0.21509823203086853,TN,0,,
IMG0001128,0,0,0.05524656921625137,TN,0,,
IMG0001153,0,0,0.40218064188957214,TN,0,,
IMG0001157,0,0,0.004313714802265167,TN,0,,
IMG0001161,0,0,0.22597485780715942,TN,0,,
IMG0001170,0,0,0.0010524126701056957,TN,0,,
IMG0001187,0,0,0.06460622698068619,TN,0,,
IMG0001209,0,0,0.4212144911289215,TN,0,,
IMG0001217,0,0,0.24651359021663666,TN,0,,
IMG0001228,0,0,0.09424147754907608,TN,0,,
IMG0001230,0,0,0.00033203462953679264,TN,0,,
IMG0001240,0,0,0.0060872165486216545,TN,0,,
IMG0001257,0,0,0.15042680501937866,TN,0,,
IMG0001265,0,0,0.017584772780537605,TN,0,,
IMG0001278,0,0,0.26797667145729065,TN,0,,
IMG0001289,0,0,0.25253069400787354,TN,0,,
IMG0001295,0,0,0.03225629776716232,TN,0,,
IMG0001311,0,0,0.011600806377828121,TN,0,,
IMG0001321,0,0,0.008404103107750416,TN,0,,
IMG0001331,0,0,0.0033091530203819275,TN,0,,
IMG0001334,0,0,0.012746298685669899,TN,0,,
IMG0001345,0,0,0.009097482077777386,TN,0,,
IMG0001360,1,1,0.6032282710075378,TP,1,0.8291139006614685,0.708108127117157
IMG0001389,0,0,0.4388013780117035,TN,0,,
IMG0001393,0,0,0.004251969512552023,TN,0,,
IMG0001395,0,0,0.004831700120121241,TN,0,,
IMG0001398,0,0,0.037248704582452774,TN,0,,
IMG0001407,0,0,0.007095383480191231,TN,0,,
IMG0001414,0,0,0.0038999393582344055,TN,0,,
IMG0001427,0,1,0.5395509600639343,FP,0,0.0,0.0
IMG0001430,0,0,0.06546186655759811,TN,0,,
IMG0001436,0,0,0.02399677038192749,TN,0,,
IMG0001445,0,0,0.005330076441168785,TN,0,,
IMG0001450,0,0,0.03910146653652191,TN,0,,
IMG0001462,0,0,0.17264243960380554,TN,0,,
IMG0001465,0,1,0.5311712622642517,FP,0,0.0,0.0
IMG0001466,0,0,0.006049804389476776,TN,0,,
IMG0001469,0,0,0.0007037692121230066,TN,0,,
IMG0001486,0,0,0.4564395248889923,TN,0,,
IMG0001501,0,0,0.32294729351997375,TN,0,,
IMG0001508,0,0,0.0022919790353626013,TN,0,,
IMG0001514,0,0,0.003143962472677231,TN,0,,
IMG0001518,0,0,0.13995660841464996,TN,0,,
IMG0001542,0,0,0.026942407712340355,TN,0,,
IMG0001550,0,0,0.0013139034854248166,TN,0,,
IMG0001556,0,0,0.0436430498957634,TN,0,,
IMG0001558,0,1,0.7405533790588379,FP,0,0.0,0.0
IMG0001576,0,0,0.20656085014343262,TN,0,,
IMG0001622,0,0,0.4946884512901306,TN,0,,
IMG0001632,0,1,0.5774389505386353,FP,0,0.0,0.0
IMG0001636,0,0,0.04993605613708496,TN,0,,
IMG0001644,0,0,0.016997884958982468,TN,0,,
IMG0001669,0,0,0.001423095352947712,TN,0,,
IMG0001693,0,0,0.03853997215628624,TN,0,,
IMG0001722,0,0,0.28109121322631836,TN,0,,
IMG0001725,0,0,0.006180538795888424,TN,0,,
IMG0001733,0,0,0.004521904047578573,TN,0,,
IMG0001748,0,0,0.0014727720990777016,TN,0,,
IMG0001752,0,0,0.014430839568376541,TN,0,,
IMG0001765,0,0,0.23744191229343414,TN,0,,
IMG0001768,0,1,0.5993600487709045,FP,0,0.0,0.0
IMG0001786,0,0,0.01791478507220745,TN,0,,
IMG0001787,0,0,0.2216014564037323,TN,0,,
IMG0001809,0,0,0.013086337596178055,TN,0,,
IMG0001812,0,0,0.002695083850994706,TN,0,,
IMG0001815,0,0,0.08506928384304047,TN,0,,
IMG0001819,0,0,0.043723996728658676,TN,0,,
IMG0001820,0,0,0.099037766456604,TN,0,,
IMG0001821,0,0,0.06912501156330109,TN,0,,
IMG0001834,0,0,0.07362431287765503,TN,0,,
IMG0001836,0,0,0.025039508938789368,TN,0,,
IMG0001855,0,0,0.0009018710698001087,TN,0,,
IMG0001858,0,0,0.060686755925416946,TN,0,,
IMG0001877,0,0,0.00391724007204175,TN,0,,
IMG0001903,0,0,0.4606105387210846,TN,0,,
IMG0001930,0,0,0.040703851729631424,TN,0,,
IMG0001980,1,0,0.12864483892917633,FN,,,
IMG0002021,1,1,0.562779426574707,TP,1,0.8852242827415466,0.7940828204154968
IMG0002024,0,0,0.009712058119475842,TN,0,,
IMG0002042,0,0,0.012911682017147541,TN,0,,
IMG0002056,0,0,0.07905944436788559,TN,0,,
IMG0002082,0,0,0.009329533204436302,TN,0,,
IMG0002084,0,0,0.00017731331172399223,TN,0,,
IMG0002103,0,0,0.2250245213508606,TN,0,,
IMG0002109,0,0,0.2792195975780487,TN,0,,
IMG0002111,0,0,0.00189746986143291,TN,0,,
IMG0002129,0,0,0.13024500012397766,TN,0,,
IMG0002159,0,1,0.6942562460899353,FP,0,0.0,0.0
IMG0002164,0,0,0.0055096689611673355,TN,0,,
IMG0002180,1,0,0.4862852990627289,FN,,,
IMG0002197,0,0,0.00039122975431382656,TN,0,,
IMG0002198,0,0,0.018295157700777054,TN,0,,
IMG0002205,0,0,0.18280063569545746,TN,0,,
IMG0002210,0,0,0.2424197643995285,TN,0,,
IMG0002212,0,0,0.058797597885131836,TN,0,,
IMG0002216,0,0,0.27654024958610535,TN,0,,
IMG0002223,0,0,0.20194733142852783,TN,0,,
IMG0002227,0,0,0.010863348841667175,TN,0,,
IMG0002237,0,0,0.03341494873166084,TN,0,,
IMG0002254,0,0,0.08576945215463638,TN,0,,
IMG0002256,0,0,0.16891761124134064,TN,0,,
IMG0002284,0,1,0.8160344362258911,FP,0,0.0,0.0
IMG0002300,1,1,0.999517560005188,TP,2,0.7994616627693176,0.665919303894043
IMG0002305,1,1,0.9012324810028076,TP,1,0.8001644611358643,0.6668951511383057
IMG0002309,1,1,0.5410906076431274,TP,1,0.8922725319862366,0.8054983019828796
IMG0002320,1,1,0.7013827562332153,TP,1,0.8331531286239624,0.7140210270881653
IMG0002333,1,1,0.9197559356689453,TP,1,0.8811973929405212,0.7876254320144653
IMG0002345,1,1,0.8848187327384949,TP,3,0.748379647731781,0.5979286432266235
IMG0002357,1,1,0.9832876920700073,TP,1,0.6950904130935669,0.5326732397079468
IMG0002363,1,0,0.3611278831958771,FN,,,
IMG0002376,1,1,0.9377618432044983,TP,1,0.8648648858070374,0.761904776096344
IMG0002381,1,1,0.8865116238594055,TP,2,0.7816817760467529,0.6416072845458984
IMG0002384,1,1,0.9007138013839722,TP,2,0.8025234341621399,0.6701787710189819
IMG0002402,1,0,0.47047168016433716,FN,,,
IMG0002416,1,1,0.9928503036499023,TP,1,0.7591836452484131,0.6118420958518982
IMG0002426,1,1,0.6757986545562744,TP,1,0.909747302532196,0.8344370722770691
IMG0002437,1,0,0.03558272495865822,FN,,,
IMG0002451,1,1,0.7653845548629761,TP,1,0.7607973217964172,0.6139410138130188
IMG0002456,1,1,0.9656077027320862,TP,1,0.8859357833862305,0.7952286005020142
IMG0002460,1,1,0.6556577086448669,TP,1,0.8879402279853821,0.7984644770622253
IMG0002470,1,1,0.9269554018974304,TP,1,0.8667871952056885,0.7648935914039612
IMG0002475,1,1,0.9988184571266174,TP,2,0.6894956231117249,0.526129961013794
IMG0002484,1,1,0.7088623642921448,TP,2,0.9234567880630493,0.857798159122467
IMG0002494,1,0,0.3189367651939392,FN,,,
IMG0002500,1,1,0.6981310248374939,TP,1,0.8493770956993103,0.7381889820098877
IMG0002501,1,1,0.5168402791023254,TP,1,0.8565022349357605,0.7490196228027344
IMG0002502,1,0,0.44483229517936707,FN,,,
IMG0002508,1,0,0.3482247591018677,FN,,,
IMG0002515,1,1,0.999872088432312,TP,1,0.7919220924377441,0.6555224061012268
IMG0002517,1,1,0.7712345719337463,TP,1,0.8424691557884216,0.7278156876564026
IMG0002518,1,0,0.4638216495513916,FN,,,
IMG0002519,1,0,0.26872092485427856,FN,,,
IMG0002522,1,0,0.14733681082725525,FN,,,
IMG0002523,1,0,0.4186229705810547,FN,,,
IMG0002533,1,0,0.04773593693971634,FN,,,
IMG0002568,1,1,0.7607265710830688,TP,2,0.8337028622627258,0.7148289084434509
IMG0002577,1,1,0.9949873685836792,TP,2,0.8404966592788696,0.7248764634132385
IMG0002579,1,1,0.9615078568458557,TP,1,0.8725361227989197,0.7738927602767944
IMG0002582,1,1,0.9995841383934021,TP,1,0.8553113341331482,0.7472000122070312
IMG0002584,1,1,0.9737425446510315,TP,1,0.7551299333572388,0.6065934300422668
IMG0002594,1,0,0.026948729529976845,FN,,,
IMG0002595,1,1,0.9996323585510254,TP,2,0.8158136606216431,0.6889234185218811
IMG0002636,0,1,0.9995751976966858,FP,0,0.0,0.0
IMG0002649,0,0,0.09379122406244278,TN,0,,
IMG0002654,0,0,0.0856761783361435,TN,0,,
IMG0002678,0,0,0.049154698848724365,TN,0,,
IMG0002683,0,0,0.39799177646636963,TN,0,,
IMG0002689,0,0,0.09138604253530502,TN,0,,
IMG0002694,0,0,0.42629948258399963,TN,0,,
IMG0002699,0,0,0.004262303002178669,TN,0,,
IMG0002706,0,0,0.15483629703521729,TN,0,,
IMG0002726,0,0,0.014660369604825974,TN,0,,
IMG0002728,0,0,0.008561316877603531,TN,0,,
IMG0002745,1,1,0.9954116940498352,TP,2,0.8493003249168396,0.7380729913711548
IMG0002758,0,0,0.14661158621311188,TN,0,,
IMG0002760,0,0,0.08156828582286835,TN,0,,
IMG0002766,0,0,0.1593712717294693,TN,0,,
IMG0002778,0,0,0.04020899534225464,TN,0,,
IMG0002792,0,0,0.1707007735967636,TN,0,,
IMG0002795,0,0,0.0019621208775788546,TN,0,,
IMG0002806,0,0,0.0005021565011702478,TN,0,,
IMG0002814,0,0,0.018696140497922897,TN,0,,
IMG0002815,0,0,0.013285527937114239,TN,0,,
IMG0002818,0,0,0.00921668205410242,TN,0,,
IMG0002876,0,0,0.2747499942779541,TN,0,,
IMG0002878,0,0,0.007465987931936979,TN,0,,
IMG0002879,0,0,0.010593469254672527,TN,0,,
IMG0002887,0,0,0.10091165453195572,TN,0,,
IMG0002903,0,0,0.16106243431568146,TN,0,,
IMG0002907,0,0,0.07696666568517685,TN,0,,
IMG0002914,0,0,0.0020635798573493958,TN,0,,
IMG0002922,0,0,0.05040556564927101,TN,0,,
IMG0002924,0,0,0.12328531593084335,TN,0,,
IMG0002934,1,1,0.9804404377937317,TP,1,0.8988186717033386,0.816231369972229
IMG0002959,0,0,0.12243243306875229,TN,0,,
IMG0002967,0,0,0.3692963421344757,TN,0,,
IMG0002974,0,0,0.029127705842256546,TN,0,,
IMG0002981,0,0,0.09151024371385574,TN,0,,
IMG0003004,0,0,0.09153493493795395,TN,0,,
IMG0003013,0,0,0.0053372811526060104,TN,0,,
IMG0003023,0,0,0.04361838102340698,TN,0,,
IMG0003027,0,0,0.06047409772872925,TN,0,,
IMG0003031,0,0,0.15580908954143524,TN,0,,
IMG0003045,0,0,0.1452988088130951,TN,0,,
IMG0003050,0,0,0.1857217699289322,TN,0,,
IMG0003061,0,0,0.3115215599536896,TN,0,,
IMG0003074,0,1,0.5981757044792175,FP,0,0.0,0.0
IMG0003082,0,0,0.21273814141750336,TN,0,,
IMG0003126,0,1,0.6654478907585144,FP,0,0.0,0.0
IMG0003138,0,0,0.030927008017897606,TN,0,,
IMG0003146,1,1,0.964279055595398,TP,1,0.8549742698669434,0.7466856241226196
IMG0003147,1,1,0.7906984686851501,TP,1,0.820035994052887,0.6949669718742371
IMG0003150,0,1,0.7983328700065613,FP,0,0.0,0.0
IMG0003153,0,0,0.09726184606552124,TN,0,,
IMG0003157,1,0,0.33337000012397766,FN,,,
IMG0003169,0,0,0.002897002501413226,TN,0,,
IMG0003202,0,0,0.0039682285860180855,TN,0,,
IMG0003205,0,0,0.021120356395840645,TN,0,,
IMG0003218,1,1,0.9876465797424316,TP,1,0.8931931257247925,0.8069999814033508
IMG0003221,0,0,0.04842633381485939,TN,0,,
IMG0003222,0,0,0.01308515015989542,TN,0,,
IMG0003230,0,0,0.21619722247123718,TN,0,,
IMG0003232,0,0,0.1396721750497818,TN,0,,
IMG0003238,0,0,0.017986660823225975,TN,0,,
IMG0003248,0,0,0.005494876764714718,TN,0,,
IMG0003257,0,0,0.0009350449545308948,TN,0,,
IMG0003261,0,0,0.12655596435070038,TN,0,,
IMG0003264,1,0,0.21560175716876984,FN,,,
IMG0003268,0,0,0.010079133324325085,TN,0,,
IMG0003269,0,0,0.0033912670332938433,TN,0,,
IMG0003289,0,0,0.03741786256432533,TN,0,,
IMG0003296,0,1,0.9460323452949524,FP,0,0.0,0.0
IMG0003299,0,0,0.2742307484149933,TN,0,,
IMG0003304,0,0,0.049773208796978,TN,0,,
IMG0003309,1,1,0.7290648818016052,TP,1,0.6827932596206665,0.5183644890785217
IMG0003317,0,0,0.08565789461135864,TN,0,,
IMG0003325,0,0,0.401225209236145,TN,0,,
IMG0003336,0,0,0.035042114555835724,TN,0,,
IMG0003340,0,0,0.0011280252365395427,TN,0,,
IMG0003353,0,0,0.45220354199409485,TN,0,,
IMG0003360,0,0,0.3021216094493866,TN,0,,
IMG0003368,0,0,0.3151024281978607,TN,0,,
IMG0003371,0,1,0.5451139807701111,FP,0,0.0,0.0
IMG0003379,0,0,0.4249131381511688,TN,0,,
IMG0003395,1,1,0.9863053560256958,TP,2,0.712660014629364,0.5535911321640015
IMG0003406,0,0,0.019781509414315224,TN,0,,
IMG0003409,0,0,0.162566676735878,TN,0,,
IMG0003410,0,0,0.026302093639969826,TN,0,,
IMG0003424,0,0,0.03102257288992405,TN,0,,
IMG0003430,0,0,0.022225340828299522,TN,0,,
IMG0003435,0,0,0.07544377446174622,TN,0,,
IMG0003451,0,0,0.07933950424194336,TN,0,,
IMG0003458,1,1,0.8712278604507446,TP,1,0.7587538957595825,0.6112840175628662
IMG0003480,0,1,0.8327900767326355,FP,0,0.0,0.0
IMG0003499,0,0,0.044056981801986694,TN,0,,
IMG0003501,0,0,0.03439705818891525,TN,0,,
IMG0003508,0,0,0.03572552278637886,TN,0,,
IMG0003512,0,0,0.20933200418949127,TN,0,,
IMG0003517,0,0,0.05830402672290802,TN,0,,
IMG0003522,0,0,0.009875863790512085,TN,0,,
IMG0003544,0,0,0.05055822804570198,TN,0,,
IMG0003560,0,0,0.10726124048233032,TN,0,,
IMG0003561,0,1,0.6270107626914978,FP,0,0.0,0.0
IMG0003577,0,0,0.2804458737373352,TN,0,,
IMG0003586,1,0,0.314192533493042,FN,,,
IMG0003606,0,0,0.021900594234466553,TN,0,,
IMG0003607,0,0,0.19228196144104004,TN,0,,
IMG0003609,0,0,0.46711739897727966,TN,0,,
IMG0003615,0,1,0.836758553981781,FP,0,0.0,0.0
IMG0003617,0,0,0.023257674649357796,TN,0,,
IMG0003623,0,0,0.4352206289768219,TN,0,,
IMG0003646,0,0,0.04480186477303505,TN,0,,
IMG0003647,0,0,0.11090470105409622,TN,0,,
IMG0003648,0,0,0.09630235284566879,TN,0,,
IMG0003660,0,0,0.14671142399311066,TN,0,,
IMG0003688,0,0,0.01749189756810665,TN,0,,
IMG0003703,1,1,0.9988196492195129,TP,1,0.791977047920227,0.6555977463722229
IMG0003713,1,1,0.9721620082855225,TP,1,0.8045112490653992,0.6729559898376465
IMG0003721,0,0,0.003867071820423007,TN,0,,
IMG0003722,0,0,0.08764734119176865,TN,0,,
IMG0003734,1,1,0.9502578973770142,TP,1,0.7669172883033752,0.6219512224197388
IMG0003736,0,0,0.07236011326313019,TN,0,,
IMG0003761,0,0,0.028593333438038826,TN,0,,
IMG0003764,0,0,0.13163532316684723,TN,0,,
IMG0003767,1,0,0.09860441088676453,FN,,,
IMG0003776,0,0,0.0037150136195123196,TN,0,,
IMG0003781,0,0,0.030126258730888367,TN,0,,
IMG0003793,0,0,0.2097623497247696,TN,0,,
IMG0003805,0,0,0.10137146711349487,TN,0,,
IMG0003810,1,0,0.23288346827030182,FN,,,
IMG0003818,0,0,0.26347780227661133,TN,0,,
IMG0003827,0,0,0.17918822169303894,TN,0,,
IMG0003838,0,0,0.25977227091789246,TN,0,,
IMG0003849,0,0,0.042001254856586456,TN,0,,
IMG0003854,0,0,0.00850000325590372,TN,0,,
IMG0003858,0,0,0.12164031714200974,TN,0,,
IMG0003859,0,0,0.057754065841436386,TN,0,,
IMG0003860,0,0,0.1695195883512497,TN,0,,
IMG0003864,0,0,0.4134099781513214,TN,0,,
IMG0003881,0,0,0.02914767898619175,TN,0,,
IMG0003917,0,0,0.042034611105918884,TN,0,,
IMG0003942,1,1,0.9080920219421387,TP,1,0.8797687888145447,0.785345733165741
IMG0003946,0,0,0.06005668267607689,TN,0,,
IMG0003947,0,0,0.28619271516799927,TN,0,,
IMG0003952,1,1,0.9233171939849854,TP,1,0.6595744490623474,0.4920634925365448
IMG0003953,1,1,0.886064350605011,TP,1,0.801913857460022,0.669329047203064
IMG0003999,0,0,0.1546003222465515,TN,0,,
IMG0004004,0,0,0.1386575996875763,TN,0,,
IMG0004012,0,1,0.7308492064476013,FP,0,0.0,0.0
IMG0004019,0,0,0.18279097974300385,TN,0,,
IMG0004021,0,0,0.0204108115285635,TN,0,,
IMG0004044,1,1,0.9902281761169434,TP,1,0.8275862336158752,0.7058823704719543
IMG0004059,0,0,0.05874156206846237,TN,0,,
IMG0004112,0,0,0.11106953024864197,TN,0,,
IMG0004114,1,1,0.9995762705802917,TP,1,0.8306173086166382,0.7103040814399719
IMG0004129,0,0,0.036924704909324646,TN,0,,
IMG0004233,1,1,0.8248580694198608,TP,1,0.7926267385482788,0.6564885377883911
IMG0004284,0,0,0.06146217882633209,TN,0,,
IMG0004376,1,1,0.8468963503837585,TP,1,0.8520179390907288,0.7421875
